game_id,file,button_seat,small_blind_position,small_blind_amount,big_blind_amount,username,position,card_1,card_2,action,round_bet,round,stack_before_action,pot_before_action,max_bet_before_action,player_bet_before_action,flop_1,flop_2,flop_3,turn,river
718894932,data/File196.txt,4,4,2.0,4.0,IlxxxlI,5,As,6d,raise,76.0,0,76.0,12.0,8.0,4.0,,,,,
718895155,data/File196.txt,5,5,2.0,4.0,IlxxxlI,5,8c,8s,raise,86.0,0,86.0,6.0,4.0,2.0,,,,,
718928069,data/File196.txt,3,5,2.0,4.0,IlxxxlI,6,8s,4d,fold,0.0,0,76.0,14.0,8.0,4.0,,,,,
718928859,data/File196.txt,5,6,2.0,4.0,IlxxxlI,6,2h,4h,fold,0.0,0,78.0,14.0,8.0,2.0,9h,10d,2c,5d,4c
718930029,data/File196.txt,6,7,2.0,4.0,IlxxxlI,6,Js,Kc,fold,0.0,0,80.0,10.0,4.0,0.0,3c,4h,5s,Ah,8s
718931171,data/File196.txt,7,8,2.0,4.0,IlxxxlI,6,6c,8h,fold,0.0,0,80.0,6.0,4.0,0.0,10s,Ac,Ad,4s,2c
718932220,data/File196.txt,8,1,2.0,4.0,IlxxxlI,6,Ac,10c,raise,8.0,0,80.0,6.0,4.0,0.0,,,,,
718932220,data/File196.txt,8,1,2.0,4.0,IlxxxlI,6,Ac,10c,fold,0.0,0,72.0,54.0,36.0,8.0,,,,,
718932964,data/File196.txt,1,2,2.0,4.0,IlxxxlI,6,9c,Ad,fold,0.0,0,80.0,6.0,4.0,0.0,3d,Js,9s,Jh,Ks
718933960,data/File196.txt,2,3,2.0,4.0,IlxxxlI,6,4c,5h,fold,0.0,0,80.0,18.0,12.0,0.0,3d,Qs,2s,Ks,6s
718934873,data/File196.txt,3,4,2.0,4.0,IlxxxlI,6,7d,5d,call,6.0,0,76.0,16.0,10.0,4.0,9s,9c,Qd,5h,Kc
718934873,data/File196.txt,3,4,2.0,4.0,IlxxxlI,6,7d,5d,check,0.0,0,70.0,22.0,10.0,10.0,9s,9c,Qd,5h,Kc
718934873,data/File196.txt,3,4,2.0,4.0,IlxxxlI,6,7d,5d,raise,4.0,0,70.0,22.0,10.0,10.0,9s,9c,Qd,5h,Kc
718934873,data/File196.txt,3,4,2.0,4.0,IlxxxlI,6,7d,5d,check,0.0,0,66.0,30.0,14.0,14.0,9s,9c,Qd,5h,Kc
718934873,data/File196.txt,3,4,2.0,4.0,IlxxxlI,6,7d,5d,fold,0.0,0,66.0,46.0,30.0,14.0,9s,9c,Qd,5h,Kc
718935766,data/File196.txt,4,6,2.0,4.0,IlxxxlI,6,4h,9c,fold,0.0,0,78.0,14.0,4.0,2.0,7d,2h,Kc,3h,Kh
718937251,data/File196.txt,6,7,2.0,4.0,IlxxxlI,6,8c,Qh,fold,0.0,0,80.0,10.0,4.0,0.0,6d,7c,Kc,9c,
718938495,data/File196.txt,7,8,2.0,4.0,IlxxxlI,6,Qc,2s,fold,0.0,0,80.0,18.0,12.0,0.0,,,,,
718939179,data/File196.txt,8,9,2.0,4.0,IlxxxlI,6,6h,Jh,fold,0.0,0,80.0,6.0,4.0,0.0,4s,10d,9h,,
718939936,data/File196.txt,9,1,2.0,4.0,IlxxxlI,6,4s,Ah,fold,0.0,0,80.0,6.0,4.0,0.0,Kh,Ks,7c,,
718940811,data/File196.txt,1,2,2.0,4.0,IlxxxlI,6,3h,7s,fold,0.0,0,80.0,6.0,4.0,0.0,2d,10s,Ah,8c,
718941647,data/File196.txt,2,3,2.0,4.0,IlxxxlI,6,Jh,Ah,raise,8.0,0,80.0,6.0,4.0,0.0,5d,As,3d,5s,7c
718941647,data/File196.txt,2,3,2.0,4.0,IlxxxlI,6,Jh,Ah,check,0.0,0,72.0,22.0,8.0,8.0,5d,As,3d,5s,7c
718941647,data/File196.txt,2,3,2.0,4.0,IlxxxlI,6,Jh,Ah,raise,7.26,0,72.0,22.0,8.0,8.0,5d,As,3d,5s,7c
718941647,data/File196.txt,2,3,2.0,4.0,IlxxxlI,6,Jh,Ah,raise,4.0,0,64.74,36.519999999999996,15.26,15.26,5d,As,3d,5s,7c
718941647,data/File196.txt,2,3,2.0,4.0,IlxxxlI,6,Jh,Ah,fold,0.0,0,60.739999999999995,105.52,80.26,19.259999999999998,5d,As,3d,5s,7c
718942871,data/File196.txt,3,4,2.0,4.0,IlxxxlI,6,Jd,3s,fold,0.0,0,80.0,6.0,4.0,0.0,2h,6d,7h,Js,
718943964,data/File196.txt,4,5,2.0,4.0,IlxxxlI,6,2d,8d,check,0.0,0,76.0,14.0,4.0,4.0,Jd,8s,6h,9h,
718943964,data/File196.txt,4,5,2.0,4.0,IlxxxlI,6,2d,8d,check,0.0,0,76.0,14.0,4.0,4.0,Jd,8s,6h,9h,
718943964,data/File196.txt,4,5,2.0,4.0,IlxxxlI,6,2d,8d,call,8.0,0,76.0,22.0,12.0,4.0,Jd,8s,6h,9h,
718943964,data/File196.txt,4,5,2.0,4.0,IlxxxlI,6,2d,8d,check,0.0,0,68.0,30.0,12.0,12.0,Jd,8s,6h,9h,
718943964,data/File196.txt,4,5,2.0,4.0,IlxxxlI,6,2d,8d,fold,0.0,0,68.0,41.0,23.0,12.0,Jd,8s,6h,9h,
718945298,data/File196.txt,5,6,2.0,4.0,IlxxxlI,6,9c,3d,fold,0.0,0,78.0,18.0,12.0,2.0,8d,Ac,9h,2s,2d
718946507,data/File196.txt,6,7,2.0,4.0,IlxxxlI,6,5s,8s,fold,0.0,0,80.0,10.0,4.0,0.0,7c,3s,Qs,,
718947607,data/File196.txt,7,8,2.0,4.0,IlxxxlI,6,7d,5d,fold,0.0,0,80.0,6.0,4.0,0.0,Qc,Qh,Ad,,
718948359,data/File196.txt,8,9,2.0,4.0,IlxxxlI,6,7s,Qd,fold,0.0,0,80.0,6.0,4.0,0.0,5d,Ad,Qh,,
718949125,data/File196.txt,9,1,2.0,4.0,IlxxxlI,6,5d,Qc,fold,0.0,0,80.0,6.0,4.0,0.0,Qh,7d,Jd,Qd,9s
718950035,data/File196.txt,1,2,2.0,4.0,IlxxxlI,6,Ah,3h,fold,0.0,0,80.0,6.0,4.0,0.0,8s,Jd,9c,4s,7c
718951407,data/File196.txt,2,3,2.0,4.0,IlxxxlI,6,6h,10d,fold,0.0,0,80.0,6.0,4.0,0.0,2c,Jc,8d,4h,3c
718952206,data/File196.txt,3,5,2.0,4.0,IlxxxlI,6,5h,7c,fold,0.0,0,76.0,22.4,12.4,4.0,5d,10h,7d,Ah,
718953501,data/File196.txt,5,6,2.0,4.0,IlxxxlI,6,Kh,Kd,raise,35.0,0,78.0,30.0,12.0,2.0,,,,,
718954211,data/File196.txt,6,7,2.0,4.0,IlxxxlI,6,4s,2d,fold,0.0,0,108.0,32.400000000000006,8.8,0.0,5c,3h,Kc,As,6c
718956007,data/File196.txt,7,8,2.0,4.0,IlxxxlI,6,Qs,7d,fold,0.0,0,108.0,6.0,4.0,0.0,5c,2s,As,,
718956502,data/File196.txt,8,9,2.0,4.0,IlxxxlI,6,Ad,3d,raise,8.0,0,108.0,6.0,4.0,0.0,5d,Qh,As,5c,10s
718956502,data/File196.txt,8,9,2.0,4.0,IlxxxlI,6,Ad,3d,raise,4.0,0,100.0,22.0,8.0,8.0,5d,Qh,As,5c,10s
718956502,data/File196.txt,8,9,2.0,4.0,IlxxxlI,6,Ad,3d,check,0.0,0,96.0,30.0,12.0,12.0,5d,Qh,As,5c,10s
718956502,data/File196.txt,8,9,2.0,4.0,IlxxxlI,6,Ad,3d,raise,4.0,0,96.0,30.0,12.0,12.0,5d,Qh,As,5c,10s
718957276,data/File196.txt,9,1,2.0,4.0,IlxxxlI,6,2h,8d,fold,0.0,0,125.7,6.0,4.0,0.0,Qd,9c,5s,,
718957839,data/File196.txt,1,2,2.0,4.0,IlxxxlI,6,10s,Ks,fold,0.0,0,125.7,6.0,4.0,0.0,,,,,
719268422,data/File196.txt,2,2,3.0,6.0,IlxxxlI,6,10s,8d,fold,0.0,0,114.0,24.0,18.0,6.0,,,,,
719268534,data/File196.txt,6,2,3.0,6.0,IlxxxlI,6,4c,5s,fold,0.0,0,120.0,9.0,6.0,0.0,,,,,
719268665,data/File196.txt,2,4,3.0,6.0,IlxxxlI,6,3h,Ad,raise,114.0,0,114.0,22.8,13.8,6.0,,,,,
719269052,data/File196.txt,4,6,3.0,6.0,IlxxxlI,6,9s,Jc,call,3.0,0,133.8,9.0,6.0,3.0,10d,3h,3s,2d,
719269052,data/File196.txt,4,6,3.0,6.0,IlxxxlI,6,9s,Jc,call,6.0,0,130.8,18.0,12.0,6.0,10d,3h,3s,2d,
719269052,data/File196.txt,4,6,3.0,6.0,IlxxxlI,6,9s,Jc,raise,6.0,0,124.80000000000001,24.0,12.0,12.0,10d,3h,3s,2d,
719269052,data/File196.txt,4,6,3.0,6.0,IlxxxlI,6,9s,Jc,check,0.0,0,118.80000000000001,36.0,18.0,18.0,10d,3h,3s,2d,
719269052,data/File196.txt,4,6,3.0,6.0,IlxxxlI,6,9s,Jc,fold,0.0,0,118.80000000000001,47.88,29.880000000000003,18.0,10d,3h,3s,2d,
719269563,data/File196.txt,6,6,3.0,6.0,IlxxxlI,6,Kc,Jd,raise,117.0,0,117.0,9.0,6.0,3.0,,,,,
719269681,data/File196.txt,4,4,3.0,6.0,IlxxxlI,6,2s,8h,check,0.0,0,120.0,12.0,6.0,6.0,5h,10d,Kc,,
719269681,data/File196.txt,4,4,3.0,6.0,IlxxxlI,6,2s,8h,check,0.0,0,120.0,12.0,6.0,6.0,5h,10d,Kc,,
719269681,data/File196.txt,4,4,3.0,6.0,IlxxxlI,6,2s,8h,fold,0.0,0,120.0,18.0,12.0,6.0,5h,10d,Kc,,
719269858,data/File196.txt,6,6,3.0,6.0,IlxxxlI,6,As,Jh,raise,9.0,0,117.0,9.0,6.0,3.0,Qc,Qs,Kh,,
719269858,data/File196.txt,6,6,3.0,6.0,IlxxxlI,6,As,Jh,raise,6.0,0,108.0,24.0,12.0,12.0,Qc,Qs,Kh,,
719270011,data/File196.txt,4,4,3.0,6.0,IlxxxlI,6,Jh,10d,raise,125.8,0,125.80000000000001,12.0,6.0,6.0,,,,,
719270690,data/File196.txt,6,1,1.0,2.0,IlxxxlI,2,7h,Jd,fold,0.0,0,38.0,8.0,5.0,2.0,,,,,
719270961,data/File196.txt,1,2,1.0,2.0,IlxxxlI,2,7d,8s,fold,0.0,0,39.0,3.0,2.0,1.0,,,,,
719271256,data/File196.txt,2,3,1.0,2.0,IlxxxlI,2,Qh,5d,fold,0.0,0,40.0,7.0,4.0,0.0,4s,9c,Ah,Jc,Js
719271690,data/File196.txt,3,4,1.0,2.0,IlxxxlI,5,7s,10c,fold,0.0,0,38.0,7.2,4.2,2.0,,,,,
719271707,data/File196.txt,4,5,3.0,6.0,IlxxxlI,6,5d,2c,fold,0.0,0,114.0,69.0,48.0,6.0,,,,,
719271918,data/File196.txt,4,5,1.0,2.0,IlxxxlI,5,Jc,Qc,fold,0.0,0,39.0,9.0,6.0,1.0,,,,,
719272038,data/File196.txt,5,6,3.0,6.0,IlxxxlI,6,Ah,5c,fold,0.0,0,117.0,27.0,18.0,3.0,10d,6h,7h,3s,2c
719272393,data/File196.txt,5,6,1.0,2.0,IlxxxlI,5,9c,Jc,raise,4.0,0,40.0,3.0,2.0,0.0,,,,,
719272446,data/File196.txt,3,4,1.0,2.0,IlxxxlI,2,8d,6s,fold,0.0,0,40.0,3.0,2.0,0.0,,,,,
719272467,data/File196.txt,6,1,3.0,6.0,IlxxxlI,6,5d,9c,fold,0.0,0,120.0,27.0,18.0,0.0,,,,,
719272634,data/File196.txt,4,5,1.0,2.0,IlxxxlI,2,9d,Qh,fold,0.0,0,40.0,3.0,2.0,0.0,4s,4c,3d,3h,9s
719272723,data/File196.txt,6,1,1.0,2.0,IlxxxlI,5,7s,4d,fold,0.0,0,43.0,5.0,2.0,0.0,Kc,8s,Qh,,
719272716,data/File196.txt,1,2,3.0,6.0,IlxxxlI,6,10c,5c,fold,0.0,0,120.0,9.0,6.0,0.0,2d,Ac,7h,Qc,10h
719272989,data/File196.txt,1,3,1.0,2.0,IlxxxlI,5,7s,10d,fold,0.0,0,43.0,3.0,2.0,0.0,,,,,
719273174,data/File196.txt,5,,1.0,2.0,IlxxxlI,2,3c,Ks,fold,0.0,0,38.0,8.0,5.0,2.0,Qh,4c,2d,,
719273251,data/File196.txt,3,4,1.0,2.0,IlxxxlI,5,8c,As,raise,4.0,0,41.0,7.0,4.0,2.0,9c,Ah,4d,,
719273251,data/File196.txt,3,4,1.0,2.0,IlxxxlI,5,8c,As,raise,4.11,0,37.0,13.0,6.0,6.0,9c,Ah,4d,,
719273282,data/File196.txt,2,3,3.0,6.0,IlxxxlI,6,3h,5c,fold,0.0,0,120.0,9.0,6.0,0.0,,,,,
719273448,data/File196.txt,3,4,3.0,6.0,IlxxxlI,6,10c,8s,fold,0.0,0,120.0,9.0,6.0,0.0,,,,,
719273460,data/File196.txt,6,2,1.0,2.0,IlxxxlI,2,3s,8d,fold,0.0,0,39.0,8.0,5.0,1.0,,,,,
719273693,data/File196.txt,4,5,1.0,2.0,IlxxxlI,5,Qc,6h,fold,0.0,0,48.35,7.0,4.0,1.0,,,,,
719273737,data/File196.txt,4,5,3.0,6.0,IlxxxlI,6,3c,7s,fold,0.0,0,114.0,21.0,12.0,6.0,,,,,
719273731,data/File196.txt,4,4,2.0,4.0,IlxxxlI,2,8s,2d,fold,0.0,0,76.0,16.0,12.0,4.0,,,,,
719273858,data/File196.txt,2,2,2.0,4.0,IlxxxlI,2,As,3h,raise,6.0,0,78.0,6.0,4.0,2.0,,,,,
719273866,data/File196.txt,2,3,1.0,2.0,IlxxxlI,2,3c,7s,fold,0.0,0,40.0,3.0,2.0,0.0,,,,,
719273946,data/File196.txt,4,2,2.0,4.0,IlxxxlI,2,10d,6d,fold,0.0,0,82.0,15.2,9.2,2.0,Kd,3h,8d,,
719274004,data/File196.txt,5,6,1.0,2.0,IlxxxlI,5,7s,Jh,fold,0.0,0,48.35,7.0,4.0,0.0,,,,,
719274029,data/File196.txt,5,6,3.0,6.0,IlxxxlI,6,Jc,Ad,call,10.8,0,117.0,22.8,13.8,3.0,3c,7c,Ks,4s,6c
719274029,data/File196.txt,5,6,3.0,6.0,IlxxxlI,6,Jc,Ad,check,0.0,0,106.2,41.4,13.8,13.8,3c,7c,Ks,4s,6c
719274029,data/File196.txt,5,6,3.0,6.0,IlxxxlI,6,Jc,Ad,check,0.0,0,106.2,41.4,13.8,13.8,3c,7c,Ks,4s,6c
719274029,data/File196.txt,5,6,3.0,6.0,IlxxxlI,6,Jc,Ad,raise,30.0,0,106.2,41.4,13.8,13.8,3c,7c,Ks,4s,6c
719274038,data/File196.txt,3,4,1.0,2.0,IlxxxlI,2,3h,3d,fold,0.0,0,40.0,3.0,2.0,0.0,,,,,
719274226,data/File196.txt,3,3,2.0,4.0,IlxxxlI,2,6s,Ad,raise,80.0,0,80.0,12.0,8.0,4.0,,,,,
719274374,data/File196.txt,6,1,1.0,2.0,IlxxxlI,5,5s,Qs,fold,0.0,0,48.35,3.0,2.0,0.0,,,,,
719274456,data/File196.txt,2,3,2.0,4.0,IlxxxlI,2,6c,6h,raise,8.0,0,92.0,6.0,4.0,0.0,,,,,
719274583,data/File196.txt,3,6,2.0,4.0,IlxxxlI,2,9s,Js,fold,0.0,0,98.0,6.0,4.0,0.0,10h,10s,8h,,
719274615,data/File196.txt,5,1,1.0,2.0,IlxxxlI,2,Qs,6c,fold,0.0,0,38.0,8.0,5.0,2.0,,,,,
719274776,data/File196.txt,4,5,1.0,2.0,IlxxxlI,5,7s,5c,fold,0.0,0,48.35,7.0,4.0,1.0,,,,,
719274840,data/File196.txt,1,2,1.0,2.0,IlxxxlI,2,Ks,4s,call,1.0,0,39.0,3.0,2.0,1.0,10d,5h,2c,,
719274840,data/File196.txt,1,2,1.0,2.0,IlxxxlI,2,Ks,4s,raise,2.0,0,38.0,4.0,2.0,2.0,10d,5h,2c,,
719274903,data/File196.txt,6,1,3.0,6.0,IlxxxlI,6,2h,Ah,raise,18.0,0,120.0,21.0,12.0,0.0,6s,7c,10h,,
719274903,data/File196.txt,6,1,3.0,6.0,IlxxxlI,6,2h,Ah,raise,11.0,0,102.0,45.0,18.0,18.0,6s,7c,10h,,
719274949,data/File196.txt,5,6,1.0,2.0,IlxxxlI,5,Qs,Jd,raise,4.0,0,48.35,3.0,2.0,0.0,,,,,
719275264,data/File196.txt,6,1,1.0,2.0,IlxxxlI,5,5d,Qs,fold,0.0,0,51.35,3.0,2.0,0.0,,,,,
719275393,data/File196.txt,2,3,1.0,2.0,IlxxxlI,2,5d,3d,call,2.0,0,41.8,3.0,2.0,0.0,4h,8s,5c,As,Js
719275393,data/File196.txt,2,3,1.0,2.0,IlxxxlI,2,5d,3d,raise,2.0,0,39.8,6.0,2.0,2.0,4h,8s,5c,As,Js
719275393,data/File196.txt,2,3,1.0,2.0,IlxxxlI,2,5d,3d,call,9.0,0,37.8,21.0,13.0,4.0,4h,8s,5c,As,Js
719275393,data/File196.txt,2,3,1.0,2.0,IlxxxlI,2,5d,3d,fold,0.0,0,28.799999999999997,130.59,113.59,13.0,4h,8s,5c,As,Js
719275439,data/File196.txt,1,2,3.0,6.0,IlxxxlI,6,4h,3d,fold,0.0,0,146.55,24.0,15.0,0.0,Qh,8h,Js,9c,5h
719275683,data/File196.txt,1,2,1.0,2.0,IlxxxlI,5,3c,2d,fold,0.0,0,51.35,3.0,2.0,0.0,,,,,
719276070,data/File196.txt,2,3,3.0,6.0,IlxxxlI,6,7c,Ac,raise,12.0,0,146.55,9.0,6.0,0.0,3s,9c,Jc,,
719276070,data/File196.txt,2,3,3.0,6.0,IlxxxlI,6,7c,Ac,raise,14.85,0,134.55,30.0,12.0,12.0,3s,9c,Jc,,
719276165,data/File196.txt,4,5,2.0,4.0,IlxxxlI,1,Ad,3d,call,5.2,0,76.0,15.2,9.2,4.0,2h,4s,5s,Qs,10h
719276165,data/File196.txt,4,5,2.0,4.0,IlxxxlI,1,Ad,3d,check,0.0,0,70.8,20.4,9.2,9.2,2h,4s,5s,Qs,10h
719276165,data/File196.txt,4,5,2.0,4.0,IlxxxlI,1,Ad,3d,raise,14.0,0,70.8,20.4,9.2,9.2,2h,4s,5s,Qs,10h
719276165,data/File196.txt,4,5,2.0,4.0,IlxxxlI,1,Ad,3d,raise,56.8,0,56.8,48.4,23.2,23.2,2h,4s,5s,Qs,10h
719276221,data/File196.txt,2,4,1.0,2.0,IlxxxlI,5,3h,5s,fold,0.0,0,49.35,7.0,4.0,2.0,,,,,
719276499,data/File196.txt,3,4,3.0,6.0,IlxxxlI,6,9d,5h,fold,0.0,0,164.25,9.0,6.0,0.0,3c,Ac,Kh,,
719276562,data/File196.txt,4,5,1.0,2.0,IlxxxlI,5,4s,Ad,fold,0.0,0,48.35,7.0,4.0,1.0,,,,,
719276772,data/File196.txt,5,1,2.0,4.0,IlxxxlI,1,10s,Ks,call,2.0,0,102.75,6.0,4.0,2.0,7s,Qc,5s,,
719276772,data/File196.txt,5,1,2.0,4.0,IlxxxlI,1,10s,Ks,raise,5.3,0,100.75,8.0,4.0,4.0,7s,Qc,5s,,
719276773,data/File196.txt,4,5,3.0,6.0,IlxxxlI,6,9d,8d,fold,0.0,0,158.25,61.8,42.0,6.0,,,,,
719276837,data/File196.txt,5,6,1.0,2.0,IlxxxlI,5,As,7s,raise,4.0,0,48.35,3.0,2.0,0.0,6d,10s,8h,,
719276837,data/File196.txt,5,6,1.0,2.0,IlxxxlI,5,As,7s,raise,2.0,0,44.35,9.0,4.0,4.0,6d,10s,8h,,
719277108,data/File196.txt,4,1,2.0,4.0,IlxxxlI,1,10c,Qs,raise,6.0,0,108.7,6.0,4.0,2.0,,,,,
719277257,data/File196.txt,5,6,3.0,6.0,IlxxxlI,6,7h,Ah,fold,0.0,0,155.25,27.0,18.0,3.0,,,,,
719277251,data/File196.txt,1,2,2.0,4.0,IlxxxlI,1,6c,5d,fold,0.0,0,114.7,6.0,4.0,0.0,2d,4h,Kh,,
719277414,data/File196.txt,6,1,3.0,6.0,IlxxxlI,6,6s,Ks,fold,0.0,0,155.25,24.0,15.0,0.0,Kc,4s,8s,Kh,3d
719277451,data/File196.txt,2,4,2.0,4.0,IlxxxlI,1,Ad,5c,fold,0.0,0,114.7,6.0,4.0,0.0,Ah,Qc,9s,10h,4d
719277690,data/File196.txt,6,1,1.0,2.0,IlxxxlI,5,Ah,3d,fold,0.0,0,52.9,9.0,6.0,0.0,,,,,
719277689,data/File196.txt,5,6,1.0,2.0,IlxxxlI,2,2h,Jd,fold,0.0,0,40.0,3.0,2.0,0.0,4h,6h,Qs,,
719278113,data/File196.txt,1,2,1.0,2.0,IlxxxlI,5,3s,3d,fold,0.0,0,52.9,3.0,2.0,0.0,,,,,
719278190,data/File196.txt,4,6,2.0,4.0,IlxxxlI,1,As,2c,call,6.0,0,110.7,14.0,10.0,4.0,5h,Qh,7d,10d,9d
719278190,data/File196.txt,4,6,2.0,4.0,IlxxxlI,1,As,2c,check,0.0,0,104.7,20.0,10.0,10.0,5h,Qh,7d,10d,9d
719278190,data/File196.txt,4,6,2.0,4.0,IlxxxlI,1,As,2c,check,0.0,0,104.7,20.0,10.0,10.0,5h,Qh,7d,10d,9d
719278190,data/File196.txt,4,6,2.0,4.0,IlxxxlI,1,As,2c,fold,0.0,0,104.7,32.0,22.0,10.0,5h,Qh,7d,10d,9d
719278290,data/File196.txt,2,4,1.0,2.0,IlxxxlI,5,3c,10c,fold,0.0,0,50.9,8.0,6.0,2.0,,,,,
719278298,data/File196.txt,1,2,3.0,6.0,IlxxxlI,6,Js,2s,fold,0.0,0,155.25,9.0,6.0,0.0,Qc,10d,4d,3h,4s
719278466,data/File196.txt,6,1,1.0,2.0,IlxxxlI,2,Js,Qh,fold,0.0,0,38.0,24.0,16.0,2.0,,,,,
719278575,data/File196.txt,4,5,1.0,2.0,IlxxxlI,5,Js,Qc,fold,0.0,0,49.9,9.0,6.0,1.0,,,,,
719278775,data/File196.txt,2,3,3.0,6.0,IlxxxlI,6,Ad,4c,fold,0.0,0,155.25,9.0,6.0,0.0,Kc,6s,Ks,Ac,Qh
719278806,data/File196.txt,6,1,2.0,4.0,IlxxxlI,1,Qs,4h,fold,0.0,0,102.7,16.0,10.0,2.0,Jc,7d,4d,Ac,8h
719278949,data/File196.txt,1,2,1.0,2.0,IlxxxlI,2,2c,Ks,fold,0.0,0,39.0,9.0,6.0,1.0,,,,,
719279139,data/File196.txt,5,6,1.0,2.0,IlxxxlI,5,10c,Qs,fold,0.0,0,49.9,9.0,6.0,0.0,,,,,
719279171,data/File196.txt,3,4,3.0,6.0,IlxxxlI,6,5s,9s,fold,0.0,0,155.25,9.0,6.0,0.0,5d,Ah,7c,,
719279212,data/File196.txt,2,3,1.0,2.0,IlxxxlI,2,Ac,9d,raise,4.0,0,40.0,3.0,2.0,0.0,Qd,2h,2c,Ks,Kc
719279212,data/File196.txt,2,3,1.0,2.0,IlxxxlI,2,Ac,9d,raise,4.75,0,36.0,10.0,4.0,4.0,Qd,2h,2c,Ks,Kc
719279212,data/File196.txt,2,3,1.0,2.0,IlxxxlI,2,Ac,9d,check,0.0,0,31.25,19.5,8.75,8.75,Qd,2h,2c,Ks,Kc
719279212,data/File196.txt,2,3,1.0,2.0,IlxxxlI,2,Ac,9d,fold,0.0,0,31.25,38.03,27.28,8.75,Qd,2h,2c,Ks,Kc
719279434,data/File196.txt,6,1,1.0,2.0,IlxxxlI,5,Jc,Kc,fold,0.0,0,49.9,9.0,6.0,0.0,,,,,
719279450,data/File196.txt,4,5,3.0,6.0,IlxxxlI,6,3d,8d,call,6.0,0,149.25,21.0,12.0,6.0,2d,3s,10h,,
719279450,data/File196.txt,4,5,3.0,6.0,IlxxxlI,6,3d,8d,check,0.0,0,143.25,27.0,12.0,12.0,2d,3s,10h,,
719279450,data/File196.txt,4,5,3.0,6.0,IlxxxlI,6,3d,8d,raise,12.0,0,143.25,33.0,18.0,12.0,2d,3s,10h,,
719279467,data/File196.txt,1,2,2.0,4.0,IlxxxlI,1,9s,Qs,raise,8.0,0,102.7,6.0,4.0,0.0,,,,,
719279787,data/File196.txt,2,3,2.0,4.0,IlxxxlI,1,7s,3d,fold,0.0,0,108.7,6.0,4.0,0.0,,,,,
719279805,data/File196.txt,5,6,2.0,4.0,IlxxxlI,7,As,4d,raise,76.0,0,76.0,14.0,10.0,4.0,,,,,
719279909,data/File196.txt,5,6,3.0,6.0,IlxxxlI,6,Js,4c,fold,0.0,0,172.9,9.0,6.0,3.0,,,,,
719279920,data/File196.txt,3,4,1.0,2.0,IlxxxlI,2,Ac,5s,fold,0.0,0,40.0,8.0,5.0,0.0,,,,,
719279950,data/File196.txt,3,4,2.0,4.0,IlxxxlI,1,2h,Qh,fold,0.0,0,108.7,6.0,4.0,0.0,,,,,
719280075,data/File196.txt,4,5,2.0,4.0,IlxxxlI,1,7d,9c,fold,0.0,0,108.7,6.0,4.0,0.0,,,,,
719280107,data/File196.txt,2,5,1.0,2.0,IlxxxlI,5,Js,10h,fold,0.0,0,49.9,7.0,4.0,1.0,,,,,
719280139,data/File196.txt,6,1,3.0,6.0,IlxxxlI,6,Ad,4d,fold,0.0,0,172.9,21.0,12.0,0.0,8c,Jd,Kh,,
719280189,data/File196.txt,4,5,1.0,2.0,IlxxxlI,2,8s,4h,fold,0.0,0,40.0,3.0,2.0,0.0,7h,2s,6c,5s,6s
719280202,data/File196.txt,6,7,2.0,4.0,IlxxxlI,7,Ac,As,call,2.0,0,88.0,6.0,4.0,2.0,5d,Kh,4h,6h,Ks
719280202,data/File196.txt,6,7,2.0,4.0,IlxxxlI,7,Ac,As,raise,5.3,0,86.0,8.0,4.0,4.0,5d,Kh,4h,6h,Ks
719280202,data/File196.txt,6,7,2.0,4.0,IlxxxlI,7,Ac,As,check,0.0,0,80.7,18.6,9.3,9.3,5d,Kh,4h,6h,Ks
719280202,data/File196.txt,6,7,2.0,4.0,IlxxxlI,7,Ac,As,check,0.0,0,80.7,18.6,9.3,9.3,5d,Kh,4h,6h,Ks
719280221,data/File196.txt,5,6,2.0,4.0,IlxxxlI,1,10h,3d,fold,0.0,0,104.7,15.2,9.2,4.0,,,,,
719280243,data/File196.txt,5,1,1.0,2.0,IlxxxlI,5,Js,Jh,raise,4.0,0,49.9,3.0,2.0,0.0,,,,,
719280505,data/File196.txt,6,1,2.0,4.0,IlxxxlI,1,3c,7s,fold,0.0,0,102.7,43.2,28.0,2.0,,,,,
719280525,data/File196.txt,1,2,3.0,6.0,IlxxxlI,6,5s,7d,fold,0.0,0,172.9,9.0,6.0,0.0,,,,,
719280793,data/File196.txt,2,3,3.0,6.0,IlxxxlI,6,3d,9s,fold,0.0,0,172.9,21.0,12.0,0.0,,,,,
719280891,data/File196.txt,1,3,2.0,4.0,IlxxxlI,1,Jh,5h,fold,0.0,0,102.7,6.0,4.0,0.0,,,,,
719280907,data/File196.txt,7,8,2.0,4.0,IlxxxlI,7,3h,Kd,fold,0.0,0,99.15,22.0,8.0,0.0,9h,4s,9s,9d,6d
719280935,data/File196.txt,1,2,2.0,4.0,IlxxxlI,2,5d,Jh,fold,0.0,0,80.0,15.2,9.2,2.0,,,,,
719280996,data/File196.txt,3,4,2.0,4.0,IlxxxlI,1,Kh,Kc,raise,8.0,0,102.7,6.0,4.0,0.0,6s,Jh,5s,,
719280996,data/File196.txt,3,4,2.0,4.0,IlxxxlI,1,Kh,Kc,raise,8.92,0,94.7,18.0,8.0,8.0,6s,Jh,5s,,
