player_ct,win_rate
10,0.0598333333333333
10,0.1415
10,0.0326666666666666
10,0.0235777777777777
10,0.077
10,0.1995666666666666
10,0.0314166666666666
10,0.0566666666666666
10,0.0510666666666666
10,0.0217
10,0.2813333333333334
10,0.163
10,0.1191666666666666
10,0.1813333333333333
10,0.0105166666666666
10,0.0145833333333333
10,0.058
10,0.1223333333333333
10,0.0585
10,0.0948333333333332
10,0.0143
10,0.1395
10,0.0133333333333333
10,0.1533333333333333
10,0.038
10,0.0311666666666666
10,0.0095
10,0.036
10,0.1726666666666666
10,0.147
10,0.0165
10,0.016
10,0.0058333333333333
10,0.0876
10,0.1565
10,0.0235
10,0.0195
10,0.023
10,0.0295
10,0.0993333333333333
10,0.1395
10,0.1031666666666666
10,0.083
10,0.7192000000000001
10,0.0278833333333333
10,0.2385
10,0.1126666666666666
10,0.0300833333333333
10,0.0700833333333333
10,0.1341666666666666
10,0.1268333333333333
10,0.2228333333333333
10,0.363
10,0.0205833333333333
10,0.0728666666666666
10,0.0168
10,0.027
10,0.0210833333333333
10,0.0145
10,0.1861666666666666
10,0.0851666666666666
10,0.0958333333333333
10,0.02075
10,0.0505
10,0.06575
10,0.5284166666666665
10,0.04
10,0.0093333333333333
10,0.0515
10,0.34
10,0.0778333333333333
10,0.0173333333333333
10,0.239
10,0.0113333333333333
10,0.1264999999999999
10,0.1425
10,0.0925
10,0.2913333333333334
10,0.16775
10,0.04
10,0.0691666666666666
10,0.0219166666666666
10,0.091
10,0.026
10,0.222
10,0.0395
10,0.0249333333333333
10,0.16
10,0.0490833333333333
10,0.3861666666666666
10,0.1959166666666666
10,0.105
10,0.0545
10,0.3179999999999999
10,0.0116
10,0.0205333333333333
10,0.0454166666666666
10,0.0107
10,0.0924166666666666
10,0.0600333333333333
10,0.1715
10,0.109
10,0.1985
10,0.0105
10,0.0166666666666666
10,0.0234166666666666
10,0.023
10,0.1308333333333333
10,0.1458333333333333
10,0.015
10,0.0675
10,0.013
10,0.0254999999999999
10,0.0266666666666666
10,0.0163333333333333
10,0.0425
10,0.051
10,0.2448333333333333
10,0.0178333333333333
10,0.3835
10,0.0046
10,0.1054999999999999
10,0.49
10,0.6361
10,0.0926999999999999
10,0.1140833333333332
10,0.0781666666666666
10,0.0293333333333333
10,0.0098999999999999
10,0.0963333333333333
10,0.1755
10,0.0376666666666666
10,0.0673333333333333
10,0.009
10,0.0741666666666666
10,0.2815
10,0.0948333333333333
10,0.0438333333333333
10,0.035
10,0.0178333333333333
10,0.0429166666666666
10,0.4161666666666666
10,0.0955
10,0.0559166666666666
10,0.0211
10,0.0435
10,0.0783333333333333
10,0.0791666666666666
10,0.207
10,0.1520833333333333
10,0.06505
10,0.1955
10,0.0551
10,0.0768333333333333
10,0.1275
10,0.995
10,0.0126666666666666
10,0.0391666666666666
10,0.0255833333333333
10,0.2263333333333333
10,0.0221666666666666
10,0.0376666666666666
10,0.0221666666666666
10,0.06
10,0.0971666666666666
10,0.016
10,0.1355
10,0.07
10,0.187
10,0.0758333333333333
10,0.0831666666666666
10,0.0825833333333333
10,0.0267666666666666
10,0.0450833333333333
10,0.0333333333333333
10,0.2323333333333333
10,0.04375
10,0.0888333333333333
10,0.114
10,0.0155
10,0.0450833333333333
10,0.0405
10,0.0955
10,0.0523333333333333
10,0.0934166666666666
10,0.0815
10,0.031
