player_ct,win_rate
10,7.939293530928254e-06
10,0.13421772800000006
10,0.007063309276483219
10,0.33941723542088176
10,0.0006362329855041104
10,0.012065265027179972
10,0.48970736641389645
10,0.0011453760069084962
10,0.00025046626817857437
10,2.5337487899075647e-06
10,0.3030087193564519
10,0.0007120372659348338
10,0.27584736467896165
10,1.9294330728614355e-09
10,0.0006835912000404988
10,5.426987774973853e-10
10,0.07022482075359456
10,0.2967756164829587
10,4.3362243910208704e-08
10,0.006630263349999747
10,9.080253605069192e-09
10,8.283156608837593e-22
10,0.0014395300251038533
10,0.006843742273031613
10,4.489957030438475e-05
10,0.000870663825109736
10,0.6547882973890079
10,3.835246730946469e-10
10,0.024125154683939515
10,0.00020343693973261958
10,0.020281426653087374
10,6.589993481781625e-06
10,4.903129102850862e-06
10,1.7825756463778318e-12
10,0.00015115403408977592
10,7.73675027965064e-08
10,0.0005736367544358249
10,0.00016640565213473356
10,0.8596206730839008
10,0.00864965673445615
10,0.6547882973890079
10,2.4635927726244456e-05
10,0.19380669946781495
10,1.3779268191739252e-08
10,0.0015660564962370264
10,0.0521301551272807
10,0.00016640565213473356
10,0.0006297112917738165
10,8.151504683467944e-07
10,0.44356818564600886
10,0.6866540252359407
10,0.002380334001047258
10,0.03731589669926198
10,2.173150797913839e-06
10,0.036829878825831434
10,0.0033167823926469396
10,0.8596206730839008
10,0.013676665765281858
10,0.00036232783728047213
10,6.734995267022735e-05
10,3.295103774767757e-05
10,1.2391108486625137e-10
10,4.2739268722819156e-12
10,0.8878392121594293
10,1.1986224162954463e-07
10,0.8093223154622248
10,0.8093223154622248
10,9.198464584000881e-05
10,0.0044924340979983785
10,5.1791521177408153e-08
10,7.175695106762413e-06
10,1.4804206806121838e-07
10,0.34643941611461837
10,2.338329193122209e-12
10,0.000538764384138597
10,2.7706378568500212e-05
10,0.007289115741907566
10,0.0008620434610951889
10,0.6094520842423424
10,1.576826128289665e-08
10,0.13194718127736996
10,0.0005275664505604198
10,0.0007048288507918327
10,4.649089845795426e-06
10,0.00019412086342736592
10,0.5322290284732578
10,0.6834065870732472
10,1.8521723322594865e-05
10,0.3777462293273557
10,5.5116464326636756e-05
10,2.733245860303752e-06
10,1.914557725160031e-07
10,0.7943814034283254
10,0.02619018982492313
10,0.0004357219667972645
10,1.6836786349515408e-06
10,4.8100306309092874e-05
10,6.422724284940875e-12
10,0.12678148659613442
10,0.00013884189867465602
10,0.007063309276483219
10,8.300577150731364e-05
10,4.4282639296560834e-14
10,0.0025104021006596413
10,0.04249895501174458
10,5.120000000000002e-07
10,0.0001548455410877114
10,0.002646749851619585
10,4.130957428282823e-05
10,0.1643041066936036
10,7.422636089844792e-06
10,0.0005796398759432787
10,6.422724284940875e-12
10,0.02821962973523802
10,0.5752152314465752
10,0.002888671365810928
10,0.0009059166394423815
10,0.5669278547192216
10,0.3874204890000001
10,0.0075213162658750304
10,0.0061222363097471815
10,6.915118405129996e-05
10,0.2967756164829587
10,0.00017246836535080376
10,0.9381340714885746
10,0.0007048288507918327
10,2.1882505586083408e-09
10,0.6182893149402376
10,0.0017990132171302534
10,0.0004357219667972645
10,1.6178040251635934e-15
10,6.408370165034375e-07
10,6.422724284940875e-12
10,0.00035837520889261997
10,0.05413778080812309
10,0.009057871595999798
10,0.13421772800000006
10,0.05836036867326394
10,1.0
10,0.7943814034283254
10,0.006789807628235533
10,0.0521301551272807
10,0.08121188816947977
10,0.03830506871841038
10,0.23410594068270413
10,0.0521301551272807
10,1.3366684127014869e-05
10,6.8189670273840365e-06
10,0.016631064284763443
10,7.232918855567353e-10
10,0.2906567479331026
10,0.0001851859482487857
10,0.028991548389151203
10,0.6516752051085761
10,9.198464584000881e-05
10,7.490716271379823e-13
10,0.08219295966893223
10,1.1449270191954373e-09
10,0.0012972793804326731
10,9.822819529341419e-11
10,2.115050203280807e-11
10,0.0012849894564658684
10,0.0023383291931222063
