2024-09-19 21:14:47: Training starting...
2024-09-19 21:14:47: New best reward -8.1 (+nan%) at episode 0, saving model...
2024-09-19 21:14:47: New best reward -7.5 (-7.4%) at episode 2, saving model...
2024-09-19 21:14:47: New best reward -5.7 (-24.0%) at episode 7, saving model...
2024-09-19 21:14:48: New best reward -2.1 (-63.2%) at episode 66, saving model...
2024-09-19 21:14:49: New best reward -1.5 (-28.6%) at episode 542, saving model...
2024-09-19 21:14:49: New best reward -0.9 (-40.0%) at episode 588, saving model...
2024-09-19 21:14:53: New best reward 0.3 (-133.3%) at episode 1425, saving model...
2024-09-19 21:14:53: New best reward 2.1 (+600.0%) at episode 1579, saving model...
2024-09-19 21:14:53: New best reward 3.9 (+85.7%) at episode 1592, saving model...
2024-09-19 21:15:14: New best reward 4.9 (+25.6%) at episode 6307, saving model...
2024-09-19 21:15:21: New best reward 5.0 (+2.0%) at episode 7888, saving model...
2024-09-19 21:15:39: New best reward 6.4 (+28.0%) at episode 11356, saving model...
2024-09-19 21:15:42: New best reward 8.4 (+31.2%) at episode 11880, saving model...
2024-09-19 21:15:54: New best reward 9.1 (+8.3%) at episode 14222, saving model...
2024-09-19 21:16:02: New best reward 9.5 (+4.4%) at episode 15691, saving model...
2024-09-19 21:16:15: New best reward 10.7 (+12.6%) at episode 17923, saving model...
