2024-09-19 16:25:23: Training starting...
2024-09-19 16:25:24: New best reward -4.5 (+nan%) at episode 0, saving model...
2024-09-19 16:25:26: New best reward -3.9 (-13.3%) at episode 42, saving model...
2024-09-19 16:25:27: New best reward -3.3 (-15.4%) at episode 159, saving model...
2024-09-19 16:25:38: New best reward -2.1 (-36.4%) at episode 569, saving model...
2024-09-19 16:25:49: New best reward -0.9 (-57.1%) at episode 834, saving model...
2024-09-19 16:26:27: New best reward 2.7 (-400.0%) at episode 1252, saving model...
2024-09-19 16:28:21: New best reward 3.9 (+44.4%) at episode 2373, saving model...
2024-09-19 16:37:23: New best reward 4.0 (+2.6%) at episode 8056, saving model...
2024-09-19 16:37:30: New best reward 4.5 (+12.5%) at episode 8128, saving model...
2024-09-19 16:38:04: New best reward 5.0 (+11.1%) at episode 8494, saving model...
2024-09-19 16:39:07: New best reward 6.7 (+34.0%) at episode 9189, saving model...
2024-09-19 16:42:19: New best reward 8.4 (+25.4%) at episode 11300, saving model...
2024-09-19 16:48:11: New best reward 8.7 (+3.6%) at episode 15251, saving model...
2024-09-19 16:50:31: New best reward 11.0 (+26.4%) at episode 16831, saving model...
